ticker,exchange,name,sector,industry
PIH,NASDAQ,1347 PROPERTY INSURANCE HOLDINGS,FINANCE
PIHPP,NASDAQ,1347 PROPERTY INSURANCE HOLDINGS,FINANCE
TURN,NASDAQ,180 DEGREE CAPITAL CORP.,FINANCE,FINANCE/INVESTORS SERVICES
FLWS,NASDAQ,1-800 FLOWERS.COM,CONSUMER SERVICES
FCCY,NASDAQ,1ST CONSTITUTION BANCORP (NJ),FINANCE,SAVINGS INSTITUTIONS
SRCE,NASDAQ,1ST SOURCE CORPORATION,FINANCE,MAJOR BANKS
VNET,NASDAQ,21VIANET GROUP,TECHNOLOGYCOMPUTER SOFTWARE: PROGRAMMING"
TWOU,NASDAQ,2U,TECHNOLOGY
JOBS,NASDAQ,51JOB,TECHNOLOGY
CAFD,NASDAQ,8POINT3 ENERGY PARTNERS LP,PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL
AVHI,NASDAQ,A V HOMES,CAPITAL GOODS
SHLM,NASDAQ,A. SCHULMAN,BASIC INDUSTRIES
AAON,NASDAQ,AAON,CAPITAL GOODS
ABAX,NASDAQ,ABAXIS,CAPITAL GOODS
ABEO,NASDAQ,ABEONA THERAPEUTICS INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
ABEOW,NASDAQ,ABEONA THERAPEUTICS INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
ABIL,NASDAQ,ABILITY INC.,CONSUMER DURABLES,TELECOMMUNICATIONS EQUIPMENT
ABMD,NASDAQ,ABIOMED,HEALTH CARE
ABLX,NASDAQ,ABLYNX NV,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
ABP,NASDAQ,ABPRO CORPORATION,N/A,N/A
AXAS,NASDAQ,ABRAXAS PETROLEUM CORPORATION,ENERGY,OIL & GAS PRODUCTION
ACIU,NASDAQ,AC IMMUNE SA,HEALTH CARE,MAJOR PHARMACEUTICALS
ACIA,NASDAQ,ACACIA COMMUNICATIONS,TECHNOLOGY
ACTG,NASDAQ,ACACIA RESEARCH CORPORATION,MISCELLANEOUS,MULTI-SECTOR COMPANIES
ACHC,NASDAQ,ACADIA HEALTHCARE COMPANY,HEALTH CARE
ACAD,NASDAQ,ACADIA PHARMACEUTICALS INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
ACST,NASDAQ,ACASTI PHARMA,HEALTH CARE
AXDX,NASDAQ,ACCELERATE DIAGNOSTICS,CAPITAL GOODS
XLRN,NASDAQ,ACCELERON PHARMA INC.,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
ANCX,NASDAQ,ACCESS NATIONAL CORPORATION,FINANCE,SAVINGS INSTITUTIONS
ARAY,NASDAQ,ACCURAY INCORPORATED,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
ACRX,NASDAQ,ACELRX PHARMACEUTICALS,HEALTH CARE
